train_loss,train_acc,epoch,step,val_loss,val_acc
0.2982385456562042,0.96875,0,49,,
0.7963700294494629,0.75,0,99,,
0.1830110400915146,0.96875,0,149,,
0.4345082938671112,0.78125,0,199,,
0.35745519399642944,0.875,0,249,,
0.09261365234851837,1.0,0,299,,
0.3924207091331482,0.90625,0,349,,
0.3282838761806488,0.875,0,399,,
0.1440209001302719,0.9375,0,449,,
0.07420539855957031,1.0,0,499,,
0.21630635857582092,0.90625,0,549,,
0.35203373432159424,0.875,0,599,,
0.48013389110565186,0.875,0,649,,
0.33645662665367126,0.90625,0,699,,
0.05615883693099022,1.0,0,749,,
0.44952526688575745,0.90625,0,799,,
0.15886804461479187,0.96875,0,849,,
0.3980045020580292,0.90625,0,899,,
0.12817201018333435,0.96875,0,949,,
0.1318824142217636,0.96875,0,999,,
0.13535821437835693,0.9375,0,1049,,
0.2548533082008362,0.9375,0,1099,,
0.23531916737556458,0.875,0,1149,,
0.36283206939697266,0.875,0,1199,,
0.19953203201293945,0.9375,0,1249,,
0.33344680070877075,0.96875,0,1299,,
,,0,1312,0.15461115539073944,0.9546666741371155
0.17637959122657776,0.90625,1,1349,,
0.0732026919722557,0.96875,1,1399,,
0.04623047262430191,1.0,1,1449,,
0.04605501890182495,1.0,1,1499,,
0.07826399058103561,0.96875,1,1549,,
0.2669409215450287,0.90625,1,1599,,
0.03994578495621681,1.0,1,1649,,
0.09186840057373047,0.96875,1,1699,,
0.0688517838716507,0.96875,1,1749,,
0.14716839790344238,0.875,1,1799,,
0.16462890803813934,0.96875,1,1849,,
0.07005598396062851,1.0,1,1899,,
0.10038803517818451,0.9375,1,1949,,
0.08683717995882034,0.96875,1,1999,,
0.05480789393186569,0.96875,1,2049,,
0.13109177350997925,0.96875,1,2099,,
0.10650846362113953,0.96875,1,2149,,
0.04150310158729553,1.0,1,2199,,
0.37564176321029663,0.9375,1,2249,,
0.18239592015743256,0.9375,1,2299,,
0.05817949399352074,0.96875,1,2349,,
0.018590258434414864,1.0,1,2399,,
0.06210844963788986,0.96875,1,2449,,
0.08519957959651947,0.96875,1,2499,,
0.13585424423217773,0.96875,1,2549,,
0.13933615386486053,0.96875,1,2599,,
,,1,2625,0.12413953989744186,0.9618889093399048
0.1992192417383194,0.9375,2,2649,,
0.13872309029102325,0.96875,2,2699,,
0.11198358237743378,0.9375,2,2749,,
0.00804127287119627,1.0,2,2799,,
0.036293402314186096,1.0,2,2849,,
0.062253259122371674,1.0,2,2899,,
0.03201061859726906,1.0,2,2949,,
0.23013870418071747,0.90625,2,2999,,
0.21465884149074554,0.90625,2,3049,,
0.05856124311685562,0.96875,2,3099,,
0.03593955188989639,1.0,2,3149,,
0.03945665806531906,1.0,2,3199,,
0.05287473276257515,0.96875,2,3249,,
0.060285866260528564,0.96875,2,3299,,
0.07085050642490387,0.96875,2,3349,,
0.04840530455112457,0.96875,2,3399,,
0.020901430398225784,1.0,2,3449,,
0.0125403618440032,1.0,2,3499,,
0.08770544081926346,0.9375,2,3549,,
0.11592831462621689,0.96875,2,3599,,
0.06297065317630768,0.96875,2,3649,,
0.28678327798843384,0.96875,2,3699,,
0.03282185271382332,1.0,2,3749,,
0.03935056924819946,1.0,2,3799,,
0.031144700944423676,1.0,2,3849,,
0.17108267545700073,0.875,2,3899,,
,,2,3938,0.10560444742441177,0.9694444537162781
0.017391080036759377,1.0,3,3949,,
0.11181506514549255,0.96875,3,3999,,
0.005818435922265053,1.0,3,4049,,
0.05571696162223816,0.96875,3,4099,,
0.002905368572100997,1.0,3,4149,,
0.14468535780906677,0.9375,3,4199,,
0.060316506773233414,0.9375,3,4249,,
0.05923978611826897,0.96875,3,4299,,
0.006887882016599178,1.0,3,4349,,
0.030785582959651947,1.0,3,4399,,
0.04420626908540726,1.0,3,4449,,
0.23818613588809967,0.96875,3,4499,,
0.02515866421163082,1.0,3,4549,,
0.28569191694259644,0.90625,3,4599,,
0.015015508979558945,1.0,3,4649,,
0.038068536669015884,1.0,3,4699,,
0.09659004211425781,0.9375,3,4749,,
0.0218453798443079,1.0,3,4799,,
0.13139358162879944,0.96875,3,4849,,
0.0029314092826098204,1.0,3,4899,,
0.06543438136577606,0.96875,3,4949,,
0.08630883693695068,0.96875,3,4999,,
0.006310001946985722,1.0,3,5049,,
0.02723916620016098,1.0,3,5099,,
0.04241030663251877,0.96875,3,5149,,
0.026635726913809776,1.0,3,5199,,
0.059740155935287476,0.96875,3,5249,,
,,3,5251,0.10613525658845901,0.9703888893127441
0.020202195271849632,1.0,4,5299,,
0.0013046114472672343,1.0,4,5349,,
0.001823910977691412,1.0,4,5399,,
0.013436921872198582,1.0,4,5449,,
0.017956474795937538,1.0,4,5499,,
0.038187045603990555,0.96875,4,5549,,
0.035843607038259506,1.0,4,5599,,
0.002205362543463707,1.0,4,5649,,
0.043283216655254364,0.96875,4,5699,,
0.023150786757469177,1.0,4,5749,,
0.026393044739961624,1.0,4,5799,,
0.006476425100117922,1.0,4,5849,,
0.019308822229504585,1.0,4,5899,,
0.0251703392714262,1.0,4,5949,,
0.011061642318964005,1.0,4,5999,,
0.006474932190030813,1.0,4,6049,,
0.015500150620937347,1.0,4,6099,,
0.0018044884782284498,1.0,4,6149,,
0.029046112671494484,0.96875,4,6199,,
0.04653879255056381,1.0,4,6249,,
0.06589648127555847,0.96875,4,6299,,
0.00284362374804914,1.0,4,6349,,
0.07091514021158218,0.96875,4,6399,,
0.009947741404175758,1.0,4,6449,,
0.18289487063884735,0.90625,4,6499,,
0.02991197630763054,1.0,4,6549,,
,,4,6564,0.09412232786417007,0.9728888869285583
0.011131508275866508,1.0,5,6599,,
0.011057495139539242,1.0,5,6649,,
0.0026825345121324062,1.0,5,6699,,
0.0863276794552803,0.96875,5,6749,,
0.04352167621254921,1.0,5,6799,,
0.00961309764534235,1.0,5,6849,,
0.014488603919744492,1.0,5,6899,,
0.0018669937271624804,1.0,5,6949,,
0.00562222208827734,1.0,5,6999,,
0.019669853150844574,1.0,5,7049,,
0.012125172652304173,1.0,5,7099,,
0.05061742663383484,0.96875,5,7149,,
0.028693437576293945,1.0,5,7199,,
0.02706441655755043,1.0,5,7249,,
0.09574850648641586,0.96875,5,7299,,
0.034929122775793076,0.96875,5,7349,,
0.026868436485528946,1.0,5,7399,,
0.031359825283288956,1.0,5,7449,,
0.0009121522889472544,1.0,5,7499,,
0.003976650536060333,1.0,5,7549,,
0.0021726416889578104,1.0,5,7599,,
0.010732344351708889,1.0,5,7649,,
0.003942702431231737,1.0,5,7699,,
0.007441102527081966,1.0,5,7749,,
0.1272883117198944,0.9375,5,7799,,
0.002478064736351371,1.0,5,7849,,
,,5,7877,0.09733196347951889,0.9735555648803711
0.00546793220564723,1.0,6,7899,,
0.023984072729945183,1.0,6,7949,,
0.01578066125512123,1.0,6,7999,,
0.004407618660479784,1.0,6,8049,,
0.018090207129716873,1.0,6,8099,,
0.009166841395199299,1.0,6,8149,,
0.01821688562631607,1.0,6,8199,,
0.02428738959133625,1.0,6,8249,,
0.002301233122125268,1.0,6,8299,,
0.0027294130995869637,1.0,6,8349,,
0.03756346181035042,1.0,6,8399,,
0.0027994283009320498,1.0,6,8449,,
0.025860927999019623,1.0,6,8499,,
0.0357329286634922,1.0,6,8549,,
0.0007800961611792445,1.0,6,8599,,
0.005749558098614216,1.0,6,8649,,
0.006588127464056015,1.0,6,8699,,
0.008309266529977322,1.0,6,8749,,
0.034123435616493225,1.0,6,8799,,
0.0027453068178147078,1.0,6,8849,,
0.0033894330263137817,1.0,6,8899,,
0.0564604289829731,0.96875,6,8949,,
0.0373956523835659,1.0,6,8999,,
0.012416837736964226,1.0,6,9049,,
0.015036876313388348,1.0,6,9099,,
0.002844825852662325,1.0,6,9149,,
,,6,9190,0.09512756764888763,0.9750555753707886
0.009174157865345478,1.0,7,9199,,
0.008008193224668503,1.0,7,9249,,
0.007520811632275581,1.0,7,9299,,
0.0005527975154109299,1.0,7,9349,,
0.003983667120337486,1.0,7,9399,,
0.0014060033718124032,1.0,7,9449,,
0.05475588142871857,0.96875,7,9499,,
0.021706612780690193,1.0,7,9549,,
0.12438253313302994,0.96875,7,9599,,
0.0038264847826212645,1.0,7,9649,,
0.0019413222325965762,1.0,7,9699,,
0.03423672541975975,1.0,7,9749,,
0.03384622558951378,1.0,7,9799,,
0.0021767737343907356,1.0,7,9849,,
9.698544454295188e-05,1.0,7,9899,,
0.004486550576984882,1.0,7,9949,,
0.004869487136602402,1.0,7,9999,,
0.0036090342327952385,1.0,7,10049,,
0.024403195828199387,1.0,7,10099,,
0.0835268497467041,0.96875,7,10149,,
0.0001795103307813406,1.0,7,10199,,
0.0006210648571141064,1.0,7,10249,,
0.025763235986232758,1.0,7,10299,,
0.0009785377187654376,1.0,7,10349,,
0.010791074484586716,1.0,7,10399,,
0.0019058787729591131,1.0,7,10449,,
0.14059887826442719,0.96875,7,10499,,
,,7,10503,0.10092180222272873,0.9745555520057678
